participant_id,age
980931195450,19.0
619472236320,11.0
286377011623,19.0
167010474107,28.0
205762939076,20.0
370345433121,14.0
182645665011,11.444
705166047617,21.0
961825214664,25.0
431091782369,9.789041096
538946903744,27.0
540478978405,23.0
216155634163,48.0
793173130184,19.0
835915863975,13.0
804584597484,21.0
728882736260,25.0
919267100021,73.01574264202601
825991117035,42.220396988364136
324608238151,8.7
103116472269,23.0
471209465684,21.0
496494295468,19.0
384430999120,19.0
218293958057,25.0
414912404483,8.07
416196732139,21.0
606417784213,26.0
361639893379,19.0
157627390163,24.0
421100177732,72.88432580424367
399695603994,19.0
715170698474,27.0
450325596992,11.0
184465736712,19.0
842259835992,27.5
169297286201,30.0
384366007647,25.0
420700440504,29.0
127230151008,27.5
924828864147,12.5
871062020088,21.0
587734814736,18.0
537492154508,29.730321697467488
456312815950,8.3
828779825670,21.0
958050974251,21.0
876413804784,9.136986301
558400453988,8.942465752999999
547450106968,27.5
130270412535,21.0
777229560355,23.0
645850258593,29.0
329979629812,19.0
432795930135,23.0
406097282943,19.0
916525803970,29.0
366125129833,19.0
973056160459,10.556
312461126831,19.0
166839342556,22.0
967739637280,15.0
508155480644,19.0
590542611343,23.0
795002530881,23.0
786490511114,27.0
726447225950,9.97
778826665322,19.0
343316485262,11.323
949327608209,21.0
437220520402,27.0
646345876621,12.68
345321776588,23.0
458227466938,21.0
345708177080,33.59342915811088
519733259421,23.0
659455743211,22.5
626212764612,14.0
231906033276,9.64109589
804610978249,8.9363
811547022329,21.0
519698613585,23.0
938981109987,23.0
581074279240,72.5
809505482452,19.0
722687973057,19.0
890264397859,60.073921971252574
162643690447,15.0
104654659650,19.0
972635191339,13.78
220390354293,21.0
748028963399,19.0
688318858034,19.0
748953105656,9.734246575
805388577387,34.0
526031133456,10.11232877
311225423865,6.0
894680676162,55.59753593429159
375087699975,70.50239561943873
679864071438,21.0
809210264000,21.0
664400075329,21.0
708325248310,18.0
241934772035,27.38398357289528
284931213796,9.745205479
268879454052,61.48665297741273
875390673251,27.5
548760873320,19.0
625883065867,20.0
530551923943,19.0
896035160007,53.74948665297741
244803317233,70.0
726862226876,55.0
372353765912,21.0
259351679051,21.0
977560143527,11.75890411
919028468459,13.25
528086828510,19.0
766767730847,9.97
887530654767,25.0
478734208494,25.0
861145867214,18.9
134583532509,23.0
486615289589,19.0
870653878584,34.43
164822438556,21.0
331640023396,18.0
973295701579,19.0
203693889668,23.0
380007171793,27.0
895133658171,21.0
252717977376,68.50924024640658
634620596226,21.0
603637173781,21.0
176402200469,23.0
931524427617,27.5
792504229121,17.0
891012875278,21.0
822012913315,64.10403832991102
505223133481,62.7378507871321
640829640252,10.68767123
742191010883,43.0
826102254940,23.0
539327928394,19.0
646866546911,19.0
389237925618,29.2
917435174544,22.0
851549490177,31.0
229077327791,15.0
231330798218,10.29589041
775940679010,23.0
369885949666,31.0
886413354960,21.0
516034188736,33.24
209581014407,10.0
939381022830,19.0
776519740044,19.0
643420326642,20.0
622381959459,19.0
401570348713,29.0
684466732098,21.0
554894252350,19.0
289686316524,23.0
119019619320,34.666666666666664
870383451100,19.0
917842166945,30.0
435215843686,22.0
999184404925,21.0
561734337718,31.0
810772531079,22.5
791237244812,24.0
796075391296,21.0
288219585847,21.0
673092908902,11.0
340211623411,22.0
251108118714,40.5284052019165
703926084547,42.789869952087614
513149413681,41.30047912388775
505113843035,20.0
683311152225,62.5
792075286865,19.0
403893360607,33.0
951202505969,23.53730321697468
588680393420,22.5
947434480702,19.0
908535648673,52.533880903490754
443270005074,23.0
969623446939,19.0
661825354690,30.069815195071868
995156278869,29.0
829229264200,9.69
658732984981,27.5
750015954760,27.0
599591857106,21.0
448154838901,21.0
530934590183,31.0
223064692200,21.0
399532554772,20.0
171162169563,52.5
608679778524,19.0
907977518564,27.0
130730148206,17.79
697141427612,62.4558521560575
323546159905,19.0
723719996349,23.0
146014608627,19.0
185811521075,21.0
443884348394,72.0
174763886500,61.78507871321013
733532206179,21.0
710310558743,21.0
711825599373,22.0
615353760008,9.933
319179226836,21.0
324821590774,9.0
523098042038,19.0
382364549184,23.0
358180723346,23.0
519122653786,18.0
417541833452,10.44383562
486245124301,27.5
556188520622,21.0
803660783259,39.38398357289528
822496166954,49.40451745379877
727848229209,21.0
480561361979,21.0
542761478680,11.01643836
502014416815,21.0
340884207361,42.15195071868583
596552068250,14.0
823805022711,55.23887748117728
230539378159,11.14794521
395205550869,69.27583846680356
567753707774,21.0
144550081547,19.0
329074353178,19.0
737279775927,20.0
847649503818,21.0
294096075340,25.0
936900293798,21.0
403183909828,25.0
171290254658,23.0
436570577076,24.0
462484204390,72.5
172054310094,19.0
127989683000,11.8
192529878872,19.0
858287668746,25.0
825486549892,61.0
641503012169,12.30410959
389128831451,21.0
411578175554,39.39767282683093
177803877315,26.0
595338991165,21.0
965710943519,27.5
157363866990,19.0
290836566577,23.0
431931021444,35.80013689253936
902688287778,10.0
153810221421,24.83
336517455359,23.0
339410322806,23.0
800311395021,19.0
411028202173,21.0
585134564411,31.0
928156652019,8.2
399014895585,30.0
199079306360,10.53
946082716347,15.0
313783979215,23.0
477302946114,8.542094
235909880442,21.0
780180841050,9.0
539663876342,10.54246575
477160054985,75.93702943189597
324113689628,21.0
872529642832,21.0
711702933403,6.0
827668818840,12.91
497483458757,8.42
667083244912,19.0
446105610730,23.0
701863915807,77.5
746032496734,32.5
922289872992,19.0
506541958125,32.0
277563534370,19.0
200367335302,23.0
682540333780,19.0
498933429251,22.5
375721442544,25.21286789869952
876583468696,24.0
622888774016,19.0
353499953161,22.5
668766205850,65.66735112936345
278859613706,8.375086
567011290205,25.0
225495052599,25.0
274663764893,19.0
539946177552,21.0
553980195351,14.0
650124359274,19.0
475942618761,41.0
867582298309,12.5777
412405591527,25.0
511145985367,31.854893908282
202036712129,21.0
273799460640,8.062971000000001
408240315301,21.0
596439418214,59.14852840520192
848884705355,19.0
117730404599,32.5
863700256831,19.0
497215688436,21.0
766985344911,23.0
854351385010,21.0
757057096066,22.5
758981695931,19.0
507316241895,20.33
865049849440,18.0
487885864728,20.0
870400442875,17.9
255360929670,29.0
301313422615,23.0
406583604959,65.25941136208077
221201405517,41.20465434633813
285839371492,12.0
660847550385,8.408219178
491370394347,25.0
579996063674,11.0
725821040249,40.0
380484222237,19.0
275841492998,30.0
494402729031,62.24503764544832
253019663551,19.5
902598751321,21.0
918881052509,8.67
379219398221,21.0
501412735160,10.79726027
484148497117,22.5
924907998371,67.33196440793976
996103732554,19.0
584133814549,21.0
224456072364,19.0
241739908307,79.0
408964579184,27.5
265534577682,13.8
683977145503,23.0
286260365723,6.329911
585840627036,19.0
795710895899,9.0
906563060004,25.0
910257374237,52.5
745672226345,12.8
278388213595,23.0
742020470746,19.0
236684962470,31.134839151266256
933451667612,31.0
870309621562,11.16986301
461899341745,23.0
734028308401,23.0
691759233511,19.0
844369335575,10.59726027
342678331032,10.0
527520173294,57.73853524982889
248621586039,67.5
696040052001,22.0
115321957741,24.0
343048366064,19.0
399896091241,27.5
305446044226,26.92950034223135
827202849142,26.0
538778430581,21.0
782020601813,21.0
771512436978,16.8
579899565725,21.0
749242679952,60.41067761806981
640376430100,21.0
777922197558,20.928131416837783
521784895043,8.898015
535399597427,32.0
817752088722,35.80561259411362
462927684123,22.5
752296417260,19.0
478424896940,25.0
891720291413,14.09
586887695836,8.821917808
188659362086,23.0
947688278769,9.117808219
493548099048,21.0
368447789543,53.53593429158111
504073242885,22.0
496049662826,15.0
726583561602,59.78370978781656
742853610871,15.0
200688160174,23.0
509844839359,21.0
284467484968,25.0
491555377117,28.56125941136208
491115214422,25.24
292093039235,21.0
755838130322,19.0
461059456603,63.181382614647504
943181440809,16.6
445528481752,19.0
983172589376,11.72876712
949681988886,13.5
608690804111,23.0
324666272814,23.0
911595640218,21.0
140896025599,19.0
325005086709,19.0
612136152096,23.0
924687982745,29.57426420260096
304156026895,21.0
851847771111,33.763175906913084
609062293978,48.25462012320329
792038430709,21.0
836204819379,9.268493151
948024242025,21.0
615511318906,27.5
275393428702,21.0
216116849338,23.0
482977570138,29.0
480081003183,11.66
452602070698,19.0
477777727414,23.0
627471727969,66.90759753593429
239489511795,13.5
199603028032,30.66
693382231073,29.0
857145788944,19.33
323928652465,19.0
579327790838,22.0
190752474867,76.78028747433265
839452249071,60.5968514715948
649823056480,24.342231348391515
290821153245,19.0
431876074723,31.0
641201171998,9.61369863
577293045337,20.0
896261416622,23.0
578915055891,21.0
124881102242,45.388090349075966
926868125478,16.0
361759510060,23.0
369377780623,23.0
338890021385,25.0
750841455509,33.0
986168019499,23.0
482038057597,19.0
517627279842,8.67
186670859341,27.0
987725617016,24.0
468444508245,10.0
271649634632,21.0
920272941764,29.0
354347287146,15.0
635915234969,19.0
642915495773,25.0
408824965323,15.28
405742266217,36.21629021218344
866922267325,19.0
796107983896,12.0
333565589079,7.0
843782950137,14.76
379901232997,9.156164384
538898447435,9.1752
105699817140,21.0
238824792464,21.0
418353004170,21.0
497501390567,59.0
644777973300,27.5
633602514995,23.0
511947368541,19.0
609656607957,48.07939767282682
996579398931,27.0
640745291862,19.0
963133661163,17.0
875887270246,14.66
711880120870,19.0
544715833793,22.5
381318055265,22.0
204753452338,19.0
868866368860,72.5
770298145539,19.0
672791368571,11.65753425
466074153509,25.0
531172214225,25.0
650193008460,23.0
199914722921,23.0
376234889907,19.0
826455898290,30.0
669502250517,21.0
536470263663,21.0
502907007823,14.0
132314739842,19.0
588017006762,21.0
450248382846,11.0
421808511913,23.0
622250944839,21.0
443552576139,23.0
438120135608,62.06160164271046
125025808425,23.0
726436684201,22.0
291992215520,19.0
383134182753,24.0
137114651299,28.0
815762978204,16.88
949217685462,22.5
349234485107,19.0
689747547774,62.95961670088982
191130301619,27.0
210027157954,11.0
143185051068,25.0
677737173589,9.0
723096670239,19.0
221319995904,19.0
238840828064,12.65753425
442069078771,52.5
558059595100,19.0
619041447551,13.86447639
442131715190,23.0
842111262914,48.05201916495551
768654883244,9.034908
947530831842,25.0
449523109612,29.0
945685896914,18.3
525096935871,22.0
182445285893,19.0
238319148726,30.0
677684213717,21.0
446371809226,21.0
298312793047,21.0
530484284929,27.0
623405236906,21.0
480092109529,23.0
493277753851,9.394520548
770697219769,25.0
731884047204,21.0
397541416103,9.819178082
133341745639,69.28952772073922
386499017794,9.15
537896211156,7.326489
183653154751,18.0
595372614006,24.6543
804603292659,41.05954825462013
371832295715,23.0
480547839037,29.0
489797046592,10.0
578912543438,13.0
734932297481,25.0
144446563322,24.0
190824700808,42.0
694112100550,22.41478439425052
869522707783,7.989049
603274442678,21.0
600275574870,8.920547945
779514017707,19.0
468109133630,18.0
546222000389,24.56947296372348
259424184976,11.0
696878407859,21.0
871665254271,19.0
890707760272,19.0
466344740883,9.0
563291815565,19.0
530817417732,19.0
672500627179,31.895961670088983
339463534591,19.0
514113966552,29.0
180525608294,51.0
278339857109,12.66027397
388296216663,12.60547945
185058251219,27.5
474704091659,44.9199178644764
772118614430,59.00342231348392
189547516532,23.0
542257236175,21.0
870097433973,19.0
780786882991,19.0
529591604049,18.0
120159232504,19.0
775584956556,8.854794521
349091379990,11.95068493
900004567178,54.0
885298009427,67.5
674149431427,25.0
858765038570,19.0
168789437246,19.0
241089644624,37.0
781892887045,21.0
542398394549,24.0
915468023299,11.2
807604407302,9.0
380421212894,19.0
337161398064,23.0
611520063730,19.0
207858828670,19.0
763770809315,19.0
909164871422,23.0
774740356265,53.670088980150574
361621631193,21.0
473379095025,28.50650239561944
729143650901,19.0
314576902106,23.0
127728266565,21.0
672403936752,35.40588637919233
344931898645,9.0
353156518163,22.5
532899301034,9.3
248018078594,21.0
455375044946,33.0
725785336385,82.18754277891856
280829663174,27.5
458230027649,19.0
154886350989,64.0
492342176669,23.0
927248566385,19.0
359665775969,13.0
551781438290,21.0
794734640420,23.0
950542329934,21.0
824016129369,19.0
459781782269,19.0
788968945004,26.0
272699721591,21.0
541303066659,19.0
143433115346,21.0
834759665803,21.0
881977543881,21.0
309443085461,18.0
979395608934,23.0
629066084898,21.0
920482922866,19.0
107012705146,20.0
651379322987,12.33
144658033075,29.0
343433330208,23.0
584071855973,18.0
351668169349,19.0
566608301162,18.0
447368311317,23.0
783961028096,19.0
225338597322,27.0
981286493399,23.0
315096818503,7.0
357131710050,20.0
991826633582,24.0
741541005641,54.60917180013689
191917648773,11.8
486133856944,23.0
252614167190,19.0
707270874156,74.0
578146676720,23.0
190960900665,60.0
185101775136,28.0
299128749353,13.0
191462151641,19.0
800984068342,25.0
680757856739,22.5
314160125753,27.0
848559622345,21.0
509770945531,9.783
600653104909,25.0
639706198725,19.0
352892368365,10.0
125239324117,8.906849315
817170359143,21.0
521410433804,33.24024640657084
850736393225,21.0
372729344859,46.59000684462697
104756934188,30.0
345990586356,21.0
329524874913,23.0
873064193457,22.0
243251639637,21.0
827210987847,10.25
216437025414,14.4
545766225869,72.5
477362713467,10.08767123
494429682464,21.0
785605129869,19.0
596066839689,23.0
503460268168,17.8
650286627379,12.0
836905304579,71.0
209902813254,21.22
741652187641,21.0
766124719459,32.5
917600588024,69.0
537034379289,17.36
648813490696,21.0
695273924163,21.0
761933517719,19.0
490000239058,19.0
252880188419,17.56
619489060193,19.0
165972132497,21.0
614767601532,22.0
408202532508,59.0
880908935164,52.53114305270363
103326586557,26.8528
585890839608,26.98425735797399
192969634654,32.5
475042891594,13.79726027
221347736884,21.0
976906636902,22.5
130281900088,25.0
846136040386,24.0
141883005255,42.0
134269526020,25.0
815173026303,18.0
958464456805,55.65503080082137
436067739350,25.0
700656025905,10.37260274
881514656591,25.0
546875623860,21.0
132624812140,27.5
559597730211,23.0
517932747297,71.66324435318275
752863684946,21.0
939635291034,21.0
986532015071,21.0
829944719647,27.0
770198451893,25.0
292931997189,10.82
566869073328,9.632876712
641924756694,27.5
602114713255,16.0
266307733456,25.0
582324789442,21.0
558604874300,32.16974674880219
349042220249,11.0
693063068070,23.0
838089558550,35.0
695242338127,21.0
162911360437,21.0
322973581068,11.67
755143257543,18.2806
503660804724,27.0
654400627499,60.0
328411797408,21.0
847264219865,27.5
573338784763,12.58
605870296030,18.0
790692389068,21.0
920988541453,27.5
862728958301,23.0
916402602255,23.0
478282076570,23.0
181778515289,23.0
121236619259,32.5
305664557456,25.0
405164913230,70.9514031485284
212864828873,22.5
263819529475,33.91649555099247
606047187144,18.0
840506833125,29.004791238877484
713238312807,54.42573579739904
240000170343,13.35
733900295883,19.0
826451552289,21.0
994631602724,10.84
924333698510,11.178
761933695478,40.03559206023272
454953257900,24.0
802458837032,21.0
676763352592,61.15263518138261
159585669819,28.347707049965766
309832555943,44.093086926762496
963831379087,19.0
247463425270,21.0
548750637639,12.73
351431035741,19.0
209223851167,18.5818
750186825284,19.0
906893775405,23.0
572747785752,11.76712329
211479171648,30.0
157494563025,21.0
394973589257,25.0
265685893940,23.0
244867958007,38.90212183436002
714049164247,44.0
864417281787,27.0
221620880012,20.908966461327857
404426387175,27.0
160619551339,21.0
238515208525,21.0
538129865393,9.2081
558960275349,22.0
973781454136,19.0
326198300394,22.5
850074786993,8.024657534
434727906853,20.0
434364030663,21.0
929666036859,19.0
751707093596,52.689938398357285
819847023081,27.0
777893483077,30.0
709336090516,21.0
494293108467,20.0
511948912967,19.0
124729451238,67.5
814384578384,71.0
776201201249,23.0
106084308551,27.5
849064822186,27.0
606527255214,22.0
617184569359,23.0
493471626213,20.0
732953690458,21.0
532271128785,59.74264202600958
997144206185,41.0
911498902603,21.0
793040141067,21.0
373122705602,22.0
937536731279,22.0
347834054808,27.0
408349314195,23.0
144517208850,19.0
963376929670,13.46
348573416015,42.5
999027816075,22.0
627005612106,19.0
519801603913,19.0
846809877368,55.16769336071184
595618580909,18.7
863158771926,9.032876712
691371386930,21.0
584112525911,23.0
504323401470,12.0
519085723694,83.0
644560253408,22.601
899095634562,21.0
229531083910,21.0
699419348039,21.0
123234343655,44.48186173853525
974405616418,41.94934976043805
395784692228,13.0
352179726844,19.0
673884038980,27.326488706365502
834921406993,21.0
912008466536,17.2
209571211775,15.25
365096018286,40.55578370978783
669147517964,22.5
710313763466,12.38
304598813829,25.0
707906391106,19.0
296480886181,25.0
870394430007,27.0
464682388944,23.0
190926752717,25.0
161374462751,21.0
780103882043,59.50992470910335
780945670746,32.75
993601032415,68.85147159479808
610209673140,21.0
348472885765,23.0
642736420938,21.0
354836536215,18.75
653961973252,19.0
831104295303,21.0
156242290939,9.819178082
679338528035,31.84941820670773
887424714190,76.0
456991816184,22.5
236877858843,21.0
354196077108,23.8466803559206
881158372238,19.0
182985606883,59.0
376647528418,12.0
776489659954,72.5
450965099560,21.0
641352058645,19.0
258374254828,19.0
499339327714,16.0
378122195243,17.5
558802533319,8.471232877
558541399225,21.0
264717518453,19.0
983287078347,15.74
834050217069,19.0
997577988986,22.0
479779230782,21.0
380942221635,12.0
293152138205,19.0
763015005475,19.0
342594433655,28.0
225907205512,14.41
563981968175,19.0
654087624056,13.9
639544814415,21.0
785101208040,60.0
905468027051,19.0
818648562062,9.167123288
670440267086,21.0
904230068278,9.0
849137971945,21.0
451533497093,19.0
187117610937,14.37
528159895368,19.0
265273157235,29.0
461276348768,8.74
833762581917,22.5
690939385110,25.0
798649997254,21.0
762537788840,32.0
565908100162,12.4298
783690359289,19.0
494788265618,12.00547945
221264002579,24.0
249622142769,27.5
395668270984,23.0
786594979854,6.0
853151028555,26.0
603015713565,10.0
138111937707,10.35342466
102730278561,19.0
901679307794,22.5
220370805249,21.0
901046779045,26.0
925264389205,70.0
696387902428,27.5
483551880880,27.5
254063930053,43.16221765913758
719423973532,22.0
592239322410,19.0
906109401964,12.35342466
695426581946,21.0
258048891312,21.0
201390671874,13.30684932
126224773957,23.0
747049784071,19.0
862933690787,21.0
429797756660,21.0
686436805646,33.17
462074510675,24.0
693325060378,21.0
581313710290,7.66
940212166039,21.0
540543807336,19.0
586524106373,11.44657534
299651462165,21.0
853317809055,21.0
200503449675,27.0
617548875008,32.5
806985265271,18.0
832192965978,19.0
760927711967,19.0
421366001843,19.0
720776154383,10.05479452
657704975547,18.0
950287307481,8.0
947048943658,22.5
574676182729,21.0
477544457426,10.41369863
849159958030,19.0
228370965361,24.0
353927466643,21.0979
711810000233,52.30116358658453
438282986473,60.90622861054072
459946543901,12.6489
848303531880,74.02600958247777
111417977585,19.0
373628596753,21.0
931522580771,21.0
375939080828,27.0
451569316549,31.95619438740589
997706219656,23.0
494808050710,21.0
462044176559,22.5
786210585416,23.0
112139632444,13.0
513842955165,52.6652977412731
682565238858,21.0
148388865585,10.0
480242224316,19.0
310760540924,21.0
614986450038,27.5
912891258738,25.0
562839089454,42.5
534104063338,23.0
700501332403,21.0
280353298061,23.0
914484668303,27.5
984212089358,21.0
554540369195,57.21013004791239
463459305778,14.0
805310521997,9.44
486471404776,66.90759753593429
261295933568,13.0
196146731599,46.0
645692300786,21.0
349851138030,33.0
422564244037,25.0
323188212103,18.7379
144863316344,21.0
612992669944,19.33
813575465955,22.0
801647502527,19.0
119167600899,13.0
341129349615,8.898630137
749715302318,21.0
968573886024,19.0
898717996826,11.83
541782998562,21.0
391000843234,28.0
851134973595,33.0
527550273544,20.0
705262524970,19.0
639874239232,22.0
399660498118,25.0
116651167956,71.2060232717317
835540494601,23.0
176123703987,23.0
241456506011,14.2
314632035565,23.0
713067588921,23.0
163558591208,62.08898015058179
333770090916,55.63586584531143
605330686646,19.0
998567081914,60.0
788524139489,25.0
488893580166,22.0
852840866495,9.860273973
457656563132,25.0
842438804330,27.5975
669071917132,21.0
542120424077,70.83641341546884
723029434653,27.5
544551531568,27.3238
932928363014,12.0
320209332584,20.8
940873808553,24.14236824093087
928674316476,21.0
431442510774,20.0
907846695925,32.0
404646362299,11.55
671107640505,28.158795345653655
754051367234,23.0
474246759950,22.0
778852656136,21.0
616304398458,21.0
669938223438,12.4
646068282127,19.0
492464773660,12.92
769671625319,15.0
659343191601,19.0
670439921796,21.0
428735293071,25.0
369829615819,68.12320328542093
972488849948,27.0
651479451260,9.684931507
213706959470,19.0
264104876540,21.0
365377487798,23.03901437371664
300521812714,32.0
222441587470,8.46
566226278120,22.5
187090693848,22.0
142262191767,19.0
195281345026,23.0
877751571376,61.33607118412046
766202082508,20.0
429128697868,11.8761
504254596687,18.0
100479214233,21.0
575234378047,22.0
259547897813,19.0
866713785429,62.5
198882545020,21.0
486972667341,24.0
757931942373,23.0
357813435697,8.0
178786468108,9.75
209038064880,21.0
904298927510,29.0
596630833773,21.0
507884784363,23.0
181291024762,14.0
299515347423,19.0
992659217265,26.0
172140404865,19.0
944780637236,22.5
234544356705,23.0
664052311069,21.0
672056914948,83.45790554414785
330412849241,19.0
658403838316,17.0
664974219741,27.0
951213761774,22.0
935317604703,21.0
987183158187,21.0
428749095291,23.0
607709228236,19.0
761178177952,19.0
173733544878,15.0
218043359082,13.28
251630004450,29.0
436602454221,14.0
310792111263,31.2827
191721733310,21.0
661066566833,13.0
349981404460,19.0
420357341840,36.06023271731691
503738728205,14.03
973270677867,19.0
104893688989,27.0
766537706017,12.4
305971565873,19.0
495214442213,19.0
892980852230,21.0
375839754407,9.0
741636551928,38.0
526119249037,22.5
862351405786,21.0
528421144678,15.91
829286451165,46.36550308008214
205303482394,23.34839151266256
375914855182,29.0
154228017477,20.0
376021642604,11.0
714328515596,20.65
436915075418,9.083333333
747532219636,53.53593429158111
732461942615,8.1
417503911696,27.0
780065374239,20.0
155222075279,67.0
275672449200,21.0
636479953124,19.0
431389684208,32.5
433878320958,19.0
904150571086,21.0
769448459080,23.0
273878067755,10.0
520091474797,34.23682409308692
508767756378,12.0
214736954511,27.0
378259915805,21.0
360897302316,21.0
207042049080,21.0
702869357469,63.09650924024641
760422023808,23.0
268040113669,21.0
997004175200,21.0
307350205323,32.936344969199176
334231800739,21.0
953400604911,9.208219178
717521415493,83.81108829568788
296656452301,19.0
774322633508,19.0
140076989326,21.0
837165336315,21.0
278306641376,19.0
197059739649,48.54757015742642
607793324229,21.0
211954748415,12.0
797812763865,23.0
413362965269,22.5
744840336405,24.0
610598919254,35.58
912438054748,21.0
303310574754,72.5
389833780372,26.0
698835635925,22.0479
695085570524,27.92
954752152568,19.0
532024257558,67.1129363449692
747751581308,23.0
928379379406,19.0
541464924960,59.68514715947981
953022551113,25.0
858944435768,30.143737166324435
414574519306,58.830937713894606
231974987170,30.89390828199863
531902648118,27.5
445165036651,43.0
939702092734,19.0
989894994426,25.0
807440222278,25.0
519256340478,9.25
589159090994,25.0
411339149603,17.0
289431285739,14.0
987675138457,18.0
198802102032,19.0
163171707993,21.0
546159793818,19.0
477906303107,67.5
856562281896,19.0
809547720905,19.0
942090196392,21.0
618287927693,13.0
540712487602,21.0
692150651594,22.5
659879157552,19.0
859835440909,27.0
331344566757,73.0
399522447362,60.0164271047228
719305753553,29.0
182055715585,64.64613278576317
781171966594,31.0
344117507142,43.82477754962355
128924235805,72.5
518298583047,67.5
754458206989,19.0
149065190596,21.0
130624212805,9.564383562
741359564210,67.69883641341546
522635986366,10.67
996590600673,8.43
613224225766,9.9548
769744298197,19.0
709379526999,53.407255304585895
112581979205,19.0
917433394750,21.0
710980622258,60.101300479123886
782755729398,37.5
805739682206,21.0
872499226250,35.071868583162214
390641627114,24.0
187923963114,30.67214236824093
303933482994,21.0
121315843872,34.36550308008213
523056996207,23.0
787836264343,25.0
869807719337,23.0
964642400113,20.0
236070480159,15.0
775173632081,21.0
524943052363,16.0
867701378046,20.0
625981000050,19.0
520349870969,52.88706365503079
988202444857,24.0
594656396715,29.0
514812597461,9.0
429800757560,18.0
838826556270,21.0
691485115052,23.0
898016119281,19.0
730097934670,27.5
866659229411,71.0
977410937885,19.0
215886595624,27.5
315766466513,19.0
709709181957,8.87
765748207688,19.0
697511740663,49.38535249828885
127322656952,21.0
476860143951,26.0
819765846714,12.66575342
312401593415,40.81314168377824
329453058291,21.0
931419407006,22.5
789333583005,35.0
851966215203,22.5
525653325297,24.0
722712736840,23.0
741706908470,19.0
806263558975,28.0
142756155441,16.2
108737376161,22.0
723403836764,21.0
700850861541,13.8
471135465411,21.0
298394215355,19.0
331581518043,63.83572895277207
580748616468,11.72876712
488302703346,13.0
617901292458,20.0
790241781136,72.59411362080766
723995805134,8.64109589
542231428806,37.828884325804246
810826854275,19.0
839924034192,22.1793
299898598078,24.0
518050018372,23.0
901004563315,23.0
356042483824,19.0
497005491341,23.0
574114738756,18.0
352012295215,21.0
228560693895,22.5
733521303257,19.0
675837960607,37.5
737772953793,63.67693360711843
796344361436,21.0
273169726487,19.0
147386486868,11.0739726
309024406654,12.3477
757409269329,60.0
705041557672,58.56810403832991
547460968610,19.0
265153296950,13.5
492310557789,25.0
572336248338,22.5
814384510207,21.0
486423606320,43.91786447638604
907154865800,21.0
687730767942,23.0
225032756965,19.0
679731921792,26.0
467112314797,9.309589041
962095900736,31.0
467642644644,21.0
170536232281,55.54004106776181
244954065411,19.0
310729634371,14.0
900348386642,33.0
266666775428,12.0
467335236616,20.0
488756364056,27.5
694127992242,17.6
776559088401,25.741273100616016
937364217957,10.82465753
351910982438,21.0
865879829269,11.01917808
461078040898,10.1
824231976656,29.114305270362767
962854214097,27.0
972559314245,27.0
854248757945,77.5
817372801543,26.0
300869797602,23.0
895397981435,18.5517
312712182553,10.72
646517610067,19.0
699269720091,61.0
242962705641,21.0
124641364359,21.0
468259562618,21.0
850844438672,23.0
354022763474,23.0
929322786948,37.94934976043805
320966169093,21.0
196179687529,27.5
680302874420,13.36
666278270179,21.0
363363913061,26.0
333583533583,24.0
353103739610,34.1
154103308424,13.01369863
146447578450,23.0
522964764253,27.0
226781082361,25.0
